personnel_id,age,service_years,rank_level,transfer_frequency,training_hours
P4454,27,2,Junior,4,8.9
P4455,35,7,Intermediate,0,14.9
P4456,42,4,Junior,0,14.5
P4457,29,7,Junior,0,11.8
P4458,26,2,Junior,2,9.6
P4459,49,14,Junior,0,12.3
P4460,24,2,Junior,0,0.6
P4461,44,3,Senior,1,11.9
P4462,25,1,Junior,1,14.4
P4463,22,1,Junior,2,10.8
P4464,33,8,Senior,0,15.8
P4465,40,7,Junior,0,10.5
P4466,31,1,Intermediate,2,12.6
P4467,48,8,Junior,1,6.9
P4468,34,10,Junior,2,14.1
P4469,25,2,Junior,1,7.3
P4470,26,5,Junior,0,8.9
P4471,30,2,Junior,2,9.5
P4472,50,26,Intermediate,0,18.3
P4473,22,1,Intermediate,0,11.1
P4474,32,2,Junior,0,7.3
P4475,30,1,Intermediate,2,5.4
P4476,32,4,Junior,2,13.0
P4477,28,4,Junior,1,14.8
P4478,41,8,Junior,1,12.2
P4479,35,6,Intermediate,1,4.1
P4480,47,8,Junior,2,8.4
P4481,44,13,Junior,3,3.0
P4482,26,5,Intermediate,0,14.1
P4483,42,5,Junior,2,12.2
P4484,49,4,Junior,0,13.2
P4485,42,9,Intermediate,1,7.0
P4486,42,21,Junior,2,11.8
P4487,49,19,Junior,0,5.5
P4488,28,7,Intermediate,0,9.2
P4489,31,8,Intermediate,4,13.3
P4490,42,11,Intermediate,2,6.8
P4491,37,1,Intermediate,1,13.4
P4492,43,8,Junior,0,12.8
P4493,29,2,Intermediate,0,6.1
P4494,27,3,Intermediate,3,18.5
P4495,21,1,Junior,0,8.9
P4496,41,2,Junior,0,8.8
P4497,42,8,Junior,1,8.7
P4498,33,1,Junior,1,5.5
P4499,36,15,Intermediate,2,0.7
P4500,26,2,Intermediate,0,12.4
P4501,41,18,Junior,2,9.5
P4502,26,5,Intermediate,1,13.6
P4503,22,1,Intermediate,2,10.1
P4504,32,6,Intermediate,0,18.1
P4505,44,8,Junior,0,7.1
P4506,23,1,Intermediate,1,12.8
P4507,34,7,Intermediate,2,11.0
P4508,39,12,Senior,0,14.2
P4509,28,4,Senior,1,6.7
P4510,48,8,Junior,4,13.7
P4511,44,6,Junior,3,8.4
P4512,35,1,Junior,1,3.7
P4513,41,9,Junior,1,8.3
P4514,47,7,Senior,0,15.2
P4515,24,3,Intermediate,1,7.6
P4516,49,6,Junior,2,10.0
P4517,48,15,Junior,2,9.5
P4518,28,3,Junior,2,9.0
P4519,46,13,Junior,0,7.1
P4520,35,12,Senior,0,10.0
P4521,43,5,Junior,0,14.9
P4522,43,11,Intermediate,2,10.8
P4523,36,14,Intermediate,2,8.7
P4524,47,8,Senior,2,21.1
P4525,22,1,Junior,1,9.0
P4526,32,9,Junior,3,2.6
P4527,30,3,Junior,1,9.4
P4528,39,3,Intermediate,0,13.1
P4529,49,11,Junior,2,8.9
P4530,35,1,Junior,2,7.7
P4531,31,1,Junior,0,3.1
P4532,33,1,Intermediate,0,14.7
P4533,31,9,Junior,0,8.3
P4534,49,14,Intermediate,0,8.4
P4535,29,8,Junior,0,10.9
P4536,24,2,Intermediate,2,6.1
P4537,48,12,Intermediate,0,12.1
P4538,31,10,Intermediate,2,0.0
P4539,27,2,Intermediate,0,11.4
P4540,35,6,Senior,1,9.8
P4541,28,2,Intermediate,1,10.6
P4542,32,9,Junior,2,12.7
P4543,30,6,Intermediate,3,14.6
P4544,44,3,Intermediate,2,11.2
P4545,37,5,Junior,2,7.0
P4546,41,10,Senior,1,9.7
P4547,34,10,Intermediate,0,16.6
P4548,35,10,Junior,2,8.4
P4549,44,6,Intermediate,1,5.8
P4550,32,5,Intermediate,2,11.7
P4551,33,5,Junior,0,10.6
P4552,30,3,Intermediate,1,11.0
P4553,25,1,Junior,1,11.7
P4554,36,7,Intermediate,1,2.5
P4555,43,12,Intermediate,0,10.0
P4556,22,1,Intermediate,2,9.1
P4557,50,18,Junior,3,14.0
P4558,23,1,Junior,0,7.9
P4559,41,10,Intermediate,1,11.5
P4560,47,10,Junior,2,6.1
P4561,33,11,Junior,0,8.1
P4562,48,27,Intermediate,1,10.8
P4563,44,17,Junior,0,13.1
P4564,24,3,Junior,1,18.6
P4565,22,1,Intermediate,0,3.5
P4566,25,3,Junior,2,0.7
P4567,26,2,Junior,2,8.7
P4568,29,1,Intermediate,0,12.2
P4569,34,8,Junior,0,11.1
P4570,30,4,Intermediate,0,15.9
P4571,44,9,Intermediate,0,19.1
P4572,29,4,Intermediate,2,9.1
P4573,34,12,Intermediate,1,8.7
P4574,26,3,Senior,0,9.4
P4575,35,5,Junior,1,8.5
P4576,31,7,Junior,0,6.6
P4577,46,25,Intermediate,2,6.0
P4578,28,3,Intermediate,1,11.0
P4579,26,2,Junior,0,0.0
P4580,29,8,Intermediate,1,5.6
P4581,50,27,Junior,2,5.6
P4582,48,26,Junior,1,9.5
P4583,43,4,Junior,0,8.5
P4584,44,7,Intermediate,0,10.1
P4585,45,2,Junior,2,12.0
P4586,50,26,Junior,0,12.3
P4587,22,1,Junior,0,11.9
P4588,32,11,Senior,0,10.1
P4589,25,3,Junior,1,9.6
P4590,42,4,Intermediate,3,2.3
P4591,36,4,Intermediate,1,5.6
P4592,43,3,Junior,0,12.9
P4593,30,1,Senior,1,6.1
P4594,37,6,Junior,2,0.5
P4595,37,16,Junior,1,6.7
P4596,29,4,Junior,1,12.1
P4597,37,16,Intermediate,0,3.3
P4598,31,5,Junior,1,7.9
P4599,46,17,Intermediate,2,7.1
P4600,22,1,Junior,0,6.9
P4601,30,7,Junior,2,10.7
P4602,23,1,Senior,0,13.3
P4603,22,1,Junior,1,7.4
P4604,49,28,Senior,0,3.3
P4605,50,10,Intermediate,3,4.2
P4606,34,7,Intermediate,0,11.2
P4607,29,7,Intermediate,0,6.3
P4608,24,3,Junior,0,13.4
P4609,48,20,Intermediate,1,10.5
P4610,43,8,Junior,1,2.1
P4611,48,21,Junior,1,10.2
P4612,28,6,Junior,1,14.7
P4613,23,2,Junior,0,5.5
P4614,28,1,Junior,2,7.6
P4615,41,3,Junior,1,9.9
P4616,44,23,Intermediate,1,17.0
P4617,28,4,Intermediate,0,11.9
P4618,35,6,Intermediate,1,10.6
P4619,46,5,Intermediate,0,7.9
P4620,27,6,Junior,0,10.6
P4621,40,15,Junior,0,10.3
P4622,48,6,Senior,1,14.3
P4623,24,3,Senior,2,9.5
P4624,38,5,Senior,1,5.4
P4625,24,2,Senior,0,7.7
P4626,22,1,Junior,0,7.5
P4627,45,10,Intermediate,1,17.6
P4628,45,20,Intermediate,0,7.2
P4629,29,8,Intermediate,0,11.1
P4630,39,13,Junior,4,11.8
P4631,30,4,Intermediate,1,0.4
P4632,32,8,Intermediate,1,8.5
P4633,37,11,Senior,1,12.3
P4634,24,1,Intermediate,2,5.9
P4635,25,3,Junior,1,1.7
P4636,40,19,Intermediate,1,8.8
P4637,36,7,Intermediate,0,11.2
P4638,29,7,Junior,0,6.9
P4639,26,3,Intermediate,1,6.1
P4640,38,6,Intermediate,0,3.5
P4641,27,5,Intermediate,3,13.9
P4642,28,5,Intermediate,2,6.4
P4643,33,6,Intermediate,1,6.9
P4644,26,2,Intermediate,1,9.2
P4645,27,1,Senior,2,12.7
P4646,24,1,Junior,2,19.7
P4647,45,15,Junior,0,4.0
P4648,22,1,Junior,0,13.9
P4649,38,16,Senior,0,6.5
P4650,42,21,Intermediate,2,13.5
P4651,44,9,Intermediate,1,8.1
P4652,32,1,Intermediate,2,9.6
P4653,28,4,Intermediate,1,14.6
P4654,44,17,Junior,0,10.8
P4655,39,5,Intermediate,0,5.8
P4656,31,3,Intermediate,1,13.3
P4657,49,22,Intermediate,0,8.7
P4658,32,7,Intermediate,1,4.1
P4659,33,10,Junior,1,18.6
P4660,24,3,Senior,2,12.2
P4661,48,11,Junior,1,16.4
P4662,41,15,Junior,1,13.7
P4663,50,5,Intermediate,1,6.6
P4664,47,13,Junior,1,10.1
P4665,42,16,Junior,0,0.7
P4666,44,11,Intermediate,2,11.8
P4667,23,1,Intermediate,1,11.4
P4668,43,15,Junior,0,11.1
P4669,25,1,Junior,0,2.0
P4670,25,3,Intermediate,2,16.2
P4671,38,10,Intermediate,0,12.3
P4672,46,22,Intermediate,4,10.4
P4673,38,10,Junior,1,6.4
P4674,22,1,Junior,1,8.0
P4675,39,1,Junior,5,9.4
P4676,30,3,Junior,0,8.1
P4677,48,9,Junior,1,7.2
P4678,24,1,Junior,0,6.7
P4679,38,1,Senior,1,9.5
P4680,24,3,Senior,0,21.4
P4681,35,6,Junior,0,13.0
P4682,29,3,Senior,2,10.4
P4683,41,1,Intermediate,0,16.1
P4684,21,1,Junior,1,11.5
P4685,22,1,Junior,1,9.0
P4686,40,2,Intermediate,0,9.4
P4687,47,24,Intermediate,1,2.9
P4688,41,12,Junior,1,2.0
P4689,40,17,Junior,2,12.0
P4690,40,17,Intermediate,0,9.7
P4691,44,4,Intermediate,0,10.2
P4692,38,6,Junior,0,10.4
P4693,37,10,Intermediate,1,3.6
P4694,21,1,Junior,0,10.6
P4695,50,7,Intermediate,0,8.7
P4696,49,3,Intermediate,1,12.2
P4697,24,2,Intermediate,0,10.4
P4698,21,1,Intermediate,2,7.9
P4699,49,26,Junior,1,9.0
P4700,48,7,Junior,0,13.9
P4701,36,9,Junior,1,14.0
P4702,29,3,Intermediate,2,16.5
P4703,35,7,Senior,1,4.6
P4704,22,1,Junior,0,15.4
P4705,22,1,Senior,3,11.4
P4706,44,1,Junior,0,16.2
P4707,36,6,Junior,3,9.5
P4708,43,13,Intermediate,0,14.0
P4709,47,12,Intermediate,1,13.6
P4710,35,2,Intermediate,2,13.0
P4711,31,5,Intermediate,0,9.0
P4712,47,14,Junior,1,2.5
P4713,35,5,Intermediate,1,8.5
P4714,27,1,Intermediate,1,8.7
P4715,43,12,Junior,1,8.4
P4716,27,5,Intermediate,2,3.4
P4717,26,4,Intermediate,1,13.2
P4718,26,1,Intermediate,0,11.5
P4719,28,6,Junior,1,12.8
P4720,42,21,Junior,1,9.9
P4721,22,1,Intermediate,0,9.5
P4722,36,15,Intermediate,0,17.9
P4723,25,3,Intermediate,2,8.1
P4724,35,10,Junior,1,6.9
P4725,46,18,Junior,3,6.6
P4726,39,3,Junior,2,7.5
P4727,23,2,Junior,0,9.9
P4728,47,21,Intermediate,2,10.2
P4729,33,12,Junior,4,10.3
P4730,33,3,Junior,0,6.0
P4731,35,10,Intermediate,1,1.7
P4732,44,20,Junior,0,7.6
P4733,42,21,Senior,0,14.7
P4734,32,1,Junior,2,3.6
P4735,50,10,Intermediate,1,11.4
P4736,50,19,Junior,0,13.0
P4737,23,1,Senior,0,14.3
P4738,23,2,Intermediate,1,8.7
P4739,36,5,Intermediate,3,9.9
P4740,24,1,Junior,2,18.3
P4741,41,16,Junior,0,12.4
P4742,50,28,Junior,3,10.0
P4743,27,6,Intermediate,0,12.2
P4744,40,9,Intermediate,1,7.8
P4745,29,4,Senior,0,13.7
P4746,43,3,Senior,0,10.9
P4747,27,2,Intermediate,1,13.2
P4748,48,20,Intermediate,1,10.1
P4749,42,14,Intermediate,0,6.7
P4750,37,3,Intermediate,2,14.2
P4751,37,12,Junior,1,5.9
P4752,38,4,Senior,5,14.7
P4753,27,5,Senior,0,14.9
P4754,29,2,Junior,1,8.6
P4755,46,19,Intermediate,1,14.5
P4756,21,1,Junior,3,8.6
P4757,29,3,Senior,2,7.3
P4758,22,1,Senior,3,14.8
P4759,32,4,Intermediate,1,6.0
P4760,21,1,Senior,0,6.8
P4761,46,8,Intermediate,0,9.1
P4762,46,1,Junior,0,13.3
P4763,25,2,Junior,1,6.4
P4764,27,5,Intermediate,1,11.4
P4765,23,1,Junior,0,10.9
P4766,42,4,Intermediate,2,13.6
P4767,28,6,Intermediate,0,8.1
P4768,21,1,Senior,0,13.7
P4769,36,12,Junior,2,12.6
P4770,39,6,Senior,2,4.5
P4771,37,6,Intermediate,0,9.8
P4772,35,9,Junior,1,13.1
P4773,30,1,Junior,0,14.7
P4774,43,15,Intermediate,1,10.2
P4775,42,13,Junior,1,7.2
P4776,39,2,Senior,1,15.6
P4777,37,15,Junior,1,10.9
P4778,35,4,Junior,1,13.8
P4779,37,11,Senior,4,6.2
P4780,28,4,Intermediate,2,12.9
P4781,30,8,Junior,0,0.8
P4782,45,16,Intermediate,2,9.4
P4783,43,2,Junior,1,11.4
P4784,42,16,Intermediate,3,9.8
P4785,43,12,Intermediate,0,6.3
P4786,47,7,Intermediate,2,4.9
P4787,23,1,Intermediate,1,12.3
P4788,26,3,Junior,2,15.1
P4789,37,2,Intermediate,0,14.2
P4790,30,5,Junior,0,7.7
P4791,21,1,Senior,0,1.3
P4792,46,20,Senior,2,12.5
P4793,37,11,Senior,1,9.3
P4794,29,8,Junior,2,12.5
P4795,28,6,Intermediate,0,21.6
P4796,38,4,Junior,1,12.3
P4797,36,13,Junior,1,11.1
P4798,34,10,Intermediate,0,6.4
P4799,44,10,Intermediate,2,13.8
P4800,31,7,Junior,2,10.6
P4801,25,3,Intermediate,1,8.5
P4802,35,5,Senior,3,7.8
P4803,21,1,Junior,1,10.0
P4804,50,7,Intermediate,1,5.8
P4805,23,1,Junior,2,9.0
P4806,25,1,Junior,2,8.4
P4807,37,7,Intermediate,0,13.9
P4808,43,7,Intermediate,1,9.7
P4809,48,15,Intermediate,0,11.2
P4810,27,5,Junior,0,9.4
P4811,39,4,Junior,0,6.8
P4812,42,19,Intermediate,0,16.6
P4813,31,6,Intermediate,2,10.0
P4814,37,11,Intermediate,0,10.0
P4815,33,10,Intermediate,3,10.2
P4816,34,5,Intermediate,1,9.8
P4817,32,7,Senior,2,13.3
P4818,23,2,Junior,2,2.3
P4819,27,4,Intermediate,0,4.5
P4820,35,10,Intermediate,1,5.2
P4821,32,8,Intermediate,0,14.5
P4822,45,7,Intermediate,5,15.4
P4823,23,2,Junior,1,8.2
P4824,39,18,Junior,1,10.4
P4825,45,15,Junior,1,5.3
P4826,32,7,Intermediate,1,12.7
P4827,48,27,Intermediate,1,21.5
P4828,45,15,Intermediate,0,17.1
P4829,40,7,Intermediate,2,9.8
P4830,22,1,Junior,1,14.7
P4831,29,2,Junior,0,8.8
P4832,45,9,Junior,0,12.9
P4833,50,9,Junior,1,6.4
P4834,27,3,Intermediate,1,3.7
P4835,43,14,Junior,0,6.8
P4836,39,12,Senior,0,11.4
P4837,33,2,Junior,2,6.7
P4838,30,5,Junior,3,14.2
P4839,43,18,Junior,1,9.0
P4840,45,1,Intermediate,1,9.5
P4841,44,17,Intermediate,2,10.1
P4842,29,8,Intermediate,2,15.1
P4843,45,7,Junior,2,16.9
P4844,28,4,Senior,0,11.2
P4845,44,4,Intermediate,1,15.4
P4846,35,7,Junior,1,2.9
P4847,32,10,Intermediate,0,7.0
P4848,31,9,Senior,0,11.7
P4849,25,3,Intermediate,1,7.3
P4850,47,18,Junior,0,6.4
P4851,50,26,Junior,0,11.4
P4852,38,15,Junior,1,17.4
P4853,47,14,Junior,0,8.8
P4854,33,11,Junior,1,7.1
P4855,45,7,Intermediate,3,14.8
P4856,36,10,Junior,0,1.7
P4857,43,21,Junior,0,4.0
P4858,28,1,Intermediate,2,8.3
P4859,39,17,Junior,1,5.0
P4860,29,5,Intermediate,2,12.3
P4861,41,18,Intermediate,0,7.9
P4862,49,9,Intermediate,0,12.7
P4863,47,23,Junior,1,10.3
P4864,37,2,Junior,1,17.4
P4865,25,4,Senior,0,6.9
P4866,34,13,Junior,0,14.7
P4867,32,4,Senior,1,12.6
P4868,23,2,Intermediate,2,10.9
P4869,28,1,Intermediate,0,9.6
P4870,38,9,Senior,2,12.0
P4871,47,22,Intermediate,2,10.8
P4872,33,7,Junior,1,17.1
P4873,25,1,Intermediate,3,15.1
P4874,24,2,Intermediate,1,16.3
P4875,34,2,Junior,0,4.3
P4876,42,11,Intermediate,0,14.5
P4877,45,6,Junior,2,5.0
P4878,30,7,Intermediate,1,5.9
P4879,22,1,Junior,0,14.6
P4880,38,7,Intermediate,2,12.5
P4881,29,2,Intermediate,1,18.7
P4882,45,8,Intermediate,3,7.8
P4883,21,1,Senior,2,10.1
P4884,24,2,Junior,2,0.0
P4885,50,28,Junior,1,9.0
P4886,46,5,Intermediate,1,16.3
P4887,22,1,Junior,3,9.6
P4888,23,1,Intermediate,0,10.6
P4889,35,12,Intermediate,2,9.7
P4890,42,8,Intermediate,1,12.9
P4891,42,5,Junior,0,15.7
P4892,35,6,Intermediate,1,13.1
P4893,29,8,Intermediate,0,11.8
P4894,40,14,Junior,1,16.0
P4895,30,6,Junior,2,11.4
P4896,21,1,Junior,0,6.1
P4897,47,8,Intermediate,2,10.0
P4898,40,8,Junior,2,16.1
P4899,38,11,Junior,1,12.2
P4900,31,8,Junior,0,11.4
P4901,35,13,Intermediate,2,16.4
P4902,24,2,Intermediate,1,8.2
P4903,26,5,Junior,3,8.9
P4904,39,17,Junior,0,10.4
P4905,46,10,Junior,2,15.6
P4906,24,3,Junior,1,9.4
P4907,21,1,Intermediate,0,12.9
P4908,34,7,Junior,0,16.0
P4909,32,9,Junior,0,3.1
P4910,34,12,Junior,3,7.0
P4911,39,8,Junior,1,0.0
P4912,42,19,Senior,1,8.8
P4913,44,8,Intermediate,0,18.0
P4914,33,8,Senior,0,8.7
P4915,43,17,Intermediate,3,16.0
P4916,47,6,Junior,1,6.2
P4917,28,1,Intermediate,2,9.4
P4918,27,2,Junior,0,6.6
P4919,50,25,Junior,3,3.6
P4920,45,23,Senior,0,18.6
P4921,39,18,Junior,0,9.5
P4922,23,2,Junior,0,12.1
P4923,40,5,Intermediate,1,5.8
P4924,23,1,Junior,1,12.1
P4925,40,16,Intermediate,0,8.9
P4926,40,18,Intermediate,1,11.0
P4927,28,4,Intermediate,0,9.7
P4928,22,1,Senior,0,2.6
P4929,27,6,Junior,1,11.7
P4930,41,17,Junior,1,10.2
P4931,22,1,Junior,1,7.8
P4932,30,6,Junior,1,17.3
P4933,27,1,Intermediate,0,7.9
P4934,38,8,Junior,1,8.4
P4935,50,6,Senior,1,7.9
P4936,23,2,Junior,2,15.4
P4937,43,11,Junior,1,8.3
P4938,45,9,Intermediate,0,9.2
P4939,34,12,Junior,2,14.7
P4940,38,14,Intermediate,0,12.9
P4941,24,3,Intermediate,0,14.9
P4942,22,1,Junior,0,11.9
P4943,33,1,Intermediate,0,16.8
P4944,41,14,Intermediate,1,14.6
P4945,49,25,Intermediate,0,15.7
P4946,40,17,Intermediate,1,14.7
P4947,33,9,Senior,1,5.2
P4948,33,1,Junior,0,7.3
P4949,32,2,Junior,1,14.1
P4950,48,3,Intermediate,2,8.8
P4951,45,21,Intermediate,1,12.4
P4952,44,15,Junior,0,12.8
P4953,32,3,Intermediate,0,5.3
P4954,22,1,Intermediate,1,8.3
P4955,22,1,Intermediate,0,11.0
P4956,42,4,Intermediate,2,8.0
P4957,44,18,Junior,1,11.5
P4958,34,12,Junior,0,5.8
P4959,37,9,Intermediate,1,12.7
P4960,34,9,Intermediate,1,7.7
P4961,29,1,Intermediate,0,3.2
P4962,22,1,Intermediate,1,6.3
P4963,39,17,Intermediate,0,16.6
P4964,48,18,Intermediate,0,13.0
P4965,49,9,Intermediate,1,10.1
P4966,22,1,Junior,2,12.9
P4967,26,4,Junior,2,7.0
P4968,50,19,Intermediate,2,5.6
P4969,44,16,Intermediate,1,14.8
P4970,23,1,Junior,0,7.0
P4971,41,5,Junior,2,7.9
P4972,48,25,Junior,3,15.7
P4973,47,24,Junior,2,16.4
P4974,27,1,Intermediate,1,5.8
P4975,47,11,Junior,0,18.0
P4976,45,23,Intermediate,0,11.7
P4977,35,6,Junior,0,8.7
P4978,33,12,Intermediate,0,9.6
P4979,44,13,Intermediate,0,5.7
P4980,40,19,Junior,1,14.1
P4981,47,5,Intermediate,1,15.4
P4982,39,17,Junior,1,11.1
P4983,47,20,Junior,1,7.9
P4984,41,6,Senior,1,9.1
P4985,42,9,Intermediate,2,10.5
P4986,34,12,Intermediate,1,11.9
P4987,29,1,Junior,2,18.8
P4988,31,3,Intermediate,1,10.4
P4989,21,1,Intermediate,2,8.7
P4990,39,1,Junior,1,14.7
P4991,26,4,Intermediate,3,14.8
P4992,45,13,Junior,3,11.2
P4993,34,4,Intermediate,0,1.9
P4994,39,17,Intermediate,3,1.8
P4995,34,4,Junior,0,2.6
P4996,45,14,Senior,1,15.6
P4997,41,15,Junior,0,10.5
P4998,46,6,Senior,0,16.2
P4999,26,5,Junior,0,9.3
P5000,37,13,Junior,1,20.1
